date,temp_celsius,rainfall_mm,humidity_percent
2019-01-01,10.7,0.0,62
2019-01-02,12.5,0.0,63
2019-01-03,13.1,1.8,79
2019-01-04,15.5,0.0,79
2019-01-05,18.7,0.6,82
2019-01-06,18.6,1.1,81
2019-01-07,19.0,2.2,88
2019-01-08,16.7,9.1,89
2019-01-09,13.3,11.4,91
2019-01-10,15.4,5.1,92
2019-01-11,18.0,0.5,91
2019-01-12,19.8,1.0,89
2019-01-13,20.6,0.7,88
2019-01-14,20.6,1.3,91
2019-01-15,18.1,1.6,81
2019-01-16,12.7,5.3,79
2019-01-17,13.0,0.0,72
2019-01-18,14.9,0.0,76
2019-01-19,18.1,0.1,84
2019-01-20,19.7,4.6,89
2019-01-21,14.1,7.5,73
2019-01-22,15.3,0.0,60
2019-01-23,15.5,0.0,76
2019-01-24,17.2,0.0,81
2019-01-25,19.3,1.1,87
2019-01-26,18.8,2.6,85
2019-01-27,18.0,0.3,81
2019-01-28,18.0,0.1,87
2019-01-29,19.8,0.6,87
2019-01-30,21.1,1.3,85
2019-01-31,20.9,1.9,86
2019-02-01,20.1,0.2,82
2019-02-02,20.0,0.0,83
2019-02-03,21.8,0.2,85
2019-02-04,22.3,1.2,87
2019-02-05,23.0,0.7,84
2019-02-06,23.6,0.4,83
2019-02-07,23.6,0.3,86
2019-02-08,23.8,0.2,85
2019-02-09,24.0,0.2,83
2019-02-10,23.5,2.3,85
2019-02-11,20.1,5.1,85
2019-02-12,21.0,1.1,82
2019-02-13,22.1,0.7,87
2019-02-14,22.6,2.4,84
2019-02-15,23.1,3.6,84
2019-02-16,23.7,1.4,86
2019-02-17,21.9,15.8,94
2019-02-18,23.3,1.0,84
2019-02-19,23.9,0.4,85
2019-02-20,25.3,1.1,84
2019-02-21,24.3,1.6,82
2019-02-22,17.8,10.5,83
2019-02-23,16.3,9.1,89
2019-02-24,15.2,1.2,75
2019-02-25,16.8,0.9,79
2019-02-26,18.4,0.8,83
2019-02-27,21.3,0.8,87
2019-02-28,23.1,1.6,87
2019-03-01,23.7,1.7,87
2019-03-02,24.3,0.3,85
2019-03-03,22.5,1.6,86
2019-03-04,23.2,1.3,83
2019-03-05,25.6,0.2,84
2019-03-06,20.7,6.0,83
2019-03-07,18.0,4.4,83
2019-03-08,18.0,1.5,84
2019-03-09,19.4,0.4,81
2019-03-10,18.1,0.4,74
2019-03-11,19.9,0.0,75
2019-03-12,20.4,0.0,80
2019-03-13,22.3,0.4,83
2019-03-14,23.1,7.0,89
2019-03-15,19.1,2.1,80
2019-03-16,18.5,1.9,86
2019-03-17,19.8,2.8,89
2019-03-18,20.0,3.0,90
2019-03-19,22.6,4.2,90
2019-03-20,24.7,0.7,87
2019-03-21,26.0,0.0,85
2019-03-22,25.8,0.0,86
2019-03-23,20.1,14.0,83
2019-03-24,16.7,4.3,81
2019-03-25,18.4,0.8,79
2019-03-26,21.4,0.0,85
2019-03-27,23.2,0.2,86
2019-03-28,24.8,0.4,87
2019-03-29,24.4,5.7,88
2019-03-30,25.1,0.8,84
2019-03-31,25.9,2.5,86
2019-04-01,22.0,83.6,86
2019-04-02,22.6,2.6,87
2019-04-03,24.1,3.4,91
2019-04-04,24.1,2.6,89
2019-04-05,22.7,4.9,87
2019-04-06,24.5,1.2,85
2019-04-07,26.0,1.2,87
2019-04-08,26.6,0.5,87
2019-04-09,27.9,0.0,84
2019-04-10,27.9,0.2,85
2019-04-11,27.9,0.4,84
2019-04-12,26.1,15.3,85
2019-04-13,27.4,2.2,87
2019-04-14,26.8,25.2,88
2019-04-15,24.0,28.6,88
2019-04-16,23.2,16.5,88
2019-04-17,24.8,0.5,87
2019-04-18,28.1,0.6,87
2019-04-19,29.1,0.0,84
2019-04-20,30.0,0.0,80
2019-04-21,29.5,0.0,82
2019-04-22,29.5,0.0,83
2019-04-23,28.6,0.3,85
2019-04-24,29.0,0.0,83
2019-04-25,28.6,0.2,84
2019-04-26,28.0,0.6,84
2019-04-27,28.1,4.8,82
2019-04-28,27.9,3.3,84
2019-04-29,28.9,0.3,81
2019-04-30,26.9,14.3,86
2019-05-01,24.4,6.1,74
2019-05-02,24.8,0.2,82
2019-05-03,24.7,4.1,87
2019-05-04,25.8,9.1,88
2019-05-05,28.5,1.1,85
2019-05-06,27.9,12.7,87
2019-05-07,26.2,23.9,90
2019-05-08,24.7,23.5,88
2019-05-09,22.7,2.4,83
2019-05-10,24.0,0.5,80
2019-05-11,25.8,1.7,86
2019-05-12,27.6,1.2,84
2019-05-13,28.2,2.0,84
2019-05-14,28.0,5.9,88
2019-05-15,29.5,0.1,81
2019-05-16,30.4,0.0,77
2019-05-17,31.5,0.0,70
2019-05-18,32.5,0.0,67
2019-05-19,32.6,0.0,68
2019-05-20,29.3,5.1,81
2019-05-21,25.6,10.3,84
2019-05-22,25.7,1.6,84
2019-05-23,27.3,3.1,84
2019-05-24,27.9,7.1,85
2019-05-25,29.4,2.4,81
2019-05-26,30.1,9.2,79
2019-05-27,28.1,12.9,89
2019-05-28,26.8,40.1,91
2019-05-29,25.2,33.2,91
2019-05-30,26.7,12.2,88
2019-05-31,25.4,31.2,95
2019-06-01,24.7,35.3,91
2019-06-02,26.3,0.4,81
2019-06-03,28.3,2.1,83
2019-06-04,28.8,8.1,84
2019-06-05,30.1,0.2,79
2019-06-06,30.3,1.2,81
2019-06-07,29.6,1.4,86
2019-06-08,30.6,0.0,79
2019-06-09,31.6,0.0,74
2019-06-10,32.0,1.1,72
2019-06-11,31.0,4.9,80
2019-06-12,31.4,0.3,81
2019-06-13,30.3,0.5,83
2019-06-14,28.9,10.6,89
2019-06-15,29.9,0.6,83
2019-06-16,31.8,1.2,76
2019-06-17,30.1,16.5,82
2019-06-18,28.1,24.3,90
2019-06-19,29.4,6.2,86
2019-06-20,31.2,0.1,78
2019-06-21,32.2,0.0,74
2019-06-22,32.7,0.0,73
2019-06-23,32.1,5.3,78
2019-06-24,27.7,54.7,91
2019-06-25,30.0,28.9,83
2019-06-26,30.8,3.5,83
2019-06-27,31.7,0.0,76
2019-06-28,32.6,0.0,68
2019-06-29,32.7,1.6,69
2019-06-30,29.1,5.8,84
2019-07-01,29.3,3.6,84
2019-07-02,28.8,36.0,87
2019-07-03,29.3,44.7,83
2019-07-04,28.2,15.5,85
2019-07-05,30.1,0.7,79
2019-07-06,31.1,0.0,76
2019-07-07,31.5,0.0,73
2019-07-08,32.2,0.0,70
2019-07-09,30.7,4.9,76
2019-07-10,27.4,28.1,85
2019-07-11,28.7,6.6,85
2019-07-12,30.9,0.0,76
2019-07-13,31.7,0.2,75
2019-07-14,29.7,0.1,84
2019-07-15,29.2,6.7,87
2019-07-16,29.4,1.0,86
2019-07-17,30.3,1.9,82
2019-07-18,31.2,0.0,80
2019-07-19,32.0,2.0,78
2019-07-20,30.9,3.2,79
2019-07-21,30.7,0.4,83
2019-07-22,30.4,6.4,82
2019-07-23,29.0,8.3,86
2019-07-24,27.9,8.2,90
2019-07-25,27.3,7.8,91
2019-07-26,28.3,7.8,87
2019-07-27,29.9,0.3,83
2019-07-28,29.7,4.0,83
2019-07-29,28.4,34.3,88
2019-07-30,27.6,23.1,88
2019-07-31,27.7,25.8,88
2019-08-01,28.1,20.3,88
2019-08-02,27.8,40.4,86
2019-08-03,26.2,137.0,91
2019-08-04,26.6,18.4,91
2019-08-05,26.8,13.3,89
2019-08-06,28.6,4.6,84
2019-08-07,30.2,0.2,83
2019-08-08,29.9,17.7,86
2019-08-09,29.3,2.7,85
2019-08-10,29.9,2.0,85
2019-08-11,30.5,1.1,81
2019-08-12,31.3,0.0,80
2019-08-13,31.9,0.0,74
2019-08-14,31.4,2.0,75
2019-08-15,30.4,10.4,81
2019-08-16,28.3,16.9,89
2019-08-17,28.0,28.4,89
2019-08-18,29.0,1.5,86
2019-08-19,29.1,8.4,88
2019-08-20,27.5,16.5,89
2019-08-21,26.8,15.2,92
2019-08-22,26.5,39.1,92
2019-08-23,26.8,26.1,91
2019-08-24,27.6,4.4,89
2019-08-25,29.4,0.4,85
2019-08-26,28.8,1.9,87
2019-08-27,28.1,5.0,89
2019-08-28,28.0,6.1,88
2019-08-29,29.8,12.0,81
2019-08-30,26.4,64.1,92
2019-08-31,26.1,15.0,90
2019-09-01,26.1,27.0,90
2019-09-02,27.5,2.4,77
2019-09-03,27.7,0.8,77
2019-09-04,27.7,5.0,80
2019-09-05,29.1,1.3,79
2019-09-06,29.3,0.0,82
2019-09-07,29.6,1.9,82
2019-09-08,29.4,22.9,86
2019-09-09,28.4,36.3,89
2019-09-10,27.8,36.2,92
2019-09-11,27.2,23.4,90
2019-09-12,27.5,4.2,87
2019-09-13,28.4,0.2,84
